track_id,genre
893,Folk
894,Folk
895,Folk
896,Rock
897,Experimental
898,Experimental
992,Rock
993,Rock
995,Experimental
997,Experimental
998,Experimental
1014,Rock
1015,Rock
1016,Rock
1017,Rock
1018,Rock
1022,Jazz
1023,Jazz
1028,Rock
1029,Rock
1039,Rock
1040,Rock
1041,Rock
1042,Blues
1043,Blues
1044,Blues
1045,Blues
1046,Blues
1047,Blues
1048,Blues
1052,Rock
1058,Jazz
1059,Jazz
1060,Jazz
1061,Jazz
1063,Jazz
1064,Jazz
1066,Experimental
1068,Experimental
1069,Experimental
1071,Experimental
1072,Experimental
1073,Experimental
1075,Experimental
1082,International
1083,Experimental
1085,Electronic
1086,Electronic
1087,Rock
1088,Electronic
1089,Electronic
1093,Experimental
1095,Experimental
1102,Rock
1105,Rock
1106,Rock
1107,Rock
1108,Rock
1117,Rock
1118,Rock
1121,Electronic
1123,Rock
1125,Rock
1126,Rock
1130,Rock
1131,Rock
1138,Rock
1147,Rock
1148,Rock
1149,Rock
1150,Rock
1151,Jazz
1152,Jazz
1153,Jazz
1154,Jazz
1155,Jazz
1156,Rock
1157,Rock
1161,Rock
1162,Rock
1165,Rock
1179,Rock
1183,Rock
1193,Folk
1195,Folk
1196,Folk
1197,Folk
1199,Folk
1201,Rock
1202,Rock
1203,Rock
1204,Rock
1249,Experimental
1259,Experimental
1270,Rock
1276,Experimental
1277,Experimental
1278,Experimental
1279,Rock
1280,Rock
1289,Rock
1290,Rock
1292,Rock
1298,Rock
1311,Folk
1339,Electronic
1354,Rock
1356,Rock
1358,Rock
1360,Rock
1361,Rock
1363,Rock
1366,Rock
1382,Rock
1383,Rock
1413,Rock
1416,Rock
1417,Rock
1418,Rock
1419,Rock
1427,Rock
1443,Experimental
1450,Rock
1451,Rock
1481,Electronic
1482,Electronic
1483,Electronic
1485,Electronic
1486,Electronic
1498,Experimental
1510,Experimental
1526,Rock
1528,Rock
1534,Rock
1544,Folk
1545,Folk
1547,Electronic
1548,Electronic
1550,Electronic
1551,Electronic
1552,Electronic
1553,Electronic
1554,Electronic
1555,Electronic
1556,Electronic
1559,Experimental
1607,Rock
1634,Electronic
1635,Electronic
1638,Electronic
1640,Electronic
1642,Pop
1644,Pop
1649,Pop
1652,Pop
1661,Pop
1663,Pop
1666,Pop
1671,Experimental
1673,Experimental
1674,Experimental
1677,Electronic
1678,Electronic
1680,International
1681,International
1682,International
1683,International
1684,International
1685,International
1686,International
1687,International
1688,International
1689,International
1701,Folk
1702,Folk
1703,Folk
1704,Folk
1705,Folk
1706,Rock
1720,Rock
1730,Rock
1732,Experimental
1733,Experimental
1734,Experimental
1735,Experimental
1736,Experimental
1738,Experimental
1739,Experimental
1783,Rock
1793,Rock
1797,Rock
1799,Rock
1804,Rock
1810,Rock
1822,Rock
1831,Rock
1836,Rock
1837,Rock
1883,Rock
1884,Rock
1888,Rock
1889,Rock
1890,Rock
1891,Rock
1893,Folk
1894,Folk
1896,Folk
1898,Rock
1899,Rock
1900,Rock
1901,Rock
1916,Folk
1924,Folk
1925,Folk
1926,Folk
1929,Experimental
1930,Rock
1940,Rock
1941,Rock
1944,Rock
1963,Jazz
1964,Jazz
1965,Jazz
1966,Jazz
1967,Jazz
1995,Rock
1996,Jazz
2012,Experimental
2096,Experimental
2097,Folk
2099,Pop
2125,Rock
3263,Folk
3264,Folk
3265,Folk
3266,Folk
3268,Electronic
3270,Folk
3271,Folk
3272,Folk
3273,Folk
3274,Folk
3401,Rock
3446,Spoken
3449,Spoken
3450,Spoken
3452,Electronic
3453,Electronic
3454,Electronic
3455,Electronic
3458,Electronic
3459,Country
3460,Country
3461,Country
3462,Country
3463,Country
3464,Country
3465,Country
3467,Rock
3468,Rock
3469,Rock
3470,Rock
3472,Rock
3473,Rock
3475,Rock
3476,Rock
3477,Rock
3478,Rock
3479,Rock
3489,Rock
3490,Rock
3491,Rock
3492,Rock
3493,Rock
3495,Rock
3497,Rock
3499,Rock
3501,Rock
3502,Rock
3503,Rock
3504,Rock
3505,Rock
3514,Rock
3515,Rock
3516,Rock
3517,Rock
3518,Rock
3519,Rock
3520,Rock
3521,Rock
3522,Rock
3532,Pop
3533,Pop
3534,Pop
3535,Pop
3536,Pop
3537,Pop
3538,Pop
3551,Rock
3552,Rock
3557,Electronic
3558,Electronic
3559,Electronic
3560,Electronic
3561,Electronic
3563,Electronic
3564,Electronic
3566,Electronic
3567,Electronic
3568,Electronic
3569,Electronic
3570,Electronic
3571,Electronic
3572,Electronic
3573,Electronic
3574,Electronic
3579,Rock
3580,Rock
3581,Rock
3582,Rock
3583,Rock
3584,Rock
3585,Rock
3598,Folk
3603,Rock
3604,Rock
3606,Rock
3609,Rock
3612,Rock
3613,Rock
3614,Rock
3616,Rock
3618,Rock
3620,Rock
3624,Rock
3626,Rock
3638,Rock
3681,Rock
3696,Rock
3698,Rock
3707,Folk
3708,Folk
3720,Rock
3721,Rock
3722,Rock
3723,Rock
3724,Rock
3725,Rock
3727,Rock
3761,Rock
3762,Rock
3763,Rock
3765,Rock
3766,Rock
3775,International
3776,International
3777,International
3778,International
3779,International
3812,Rock
3832,Folk
3833,Rock
3834,Rock
3835,Rock
3836,Rock
3839,Rock
3840,Rock
3842,Blues
3854,Rock
3855,Rock
3856,Rock
3857,Rock
3859,Rock
3861,Rock
3862,Rock
3863,Rock
3880,Folk
3895,International
3896,International
3904,Folk
3905,Folk
3906,Folk
3908,Folk
3909,Folk
3910,Folk
3911,Folk
3912,Folk
3913,Folk
3915,Folk
3919,Folk
3920,Folk
3921,Folk
3923,Rock
3924,Rock
3929,Rock
3932,Rock
3933,Rock
3934,Rock
3936,Rock
3939,Rock
3941,Rock
3942,Rock
3943,Rock
3944,Rock
3945,Rock
3946,Rock
3947,Rock
3948,Rock
3950,Rock
3951,Rock
3952,Rock
3953,Rock
3954,Rock
3955,Rock
3956,Rock
3957,Rock
3958,Rock
3959,Rock
3960,Rock
3973,Rock
3974,Rock
3975,Rock
3976,Rock
3981,Rock
3983,Rock
3985,Rock
3986,Rock
3989,Rock
4004,Rock
4013,Folk
4014,Folk
4017,Folk
4022,Rock
4024,Rock
4025,Rock
4027,Rock
4028,Rock
4029,Rock
4032,Rock
4033,Rock
4034,Rock
4035,Rock
4037,Folk
4038,Rock
4042,Rock
4043,Rock
4044,Rock
4045,Rock
4066,Folk
4067,Folk
4068,Folk
4069,Folk
4070,International
4071,International
4072,International
4073,International
4074,International
4075,International
4076,International
4077,International
4078,International
4079,International
4080,International
4084,Rock
4091,International
4092,International
4093,International
4094,International
4095,International
4096,International
4097,International
4098,International
4099,International
4100,International
4101,International
4102,International
4103,International
4104,Rock
4105,Rock
4108,Rock
4109,Rock
4110,Rock
4111,Rock
4112,Rock
4119,Rock
4125,Rock
4126,Rock
4133,Rock
4158,Rock
4159,Rock
4160,Rock
4161,Rock
4167,Rock
4170,Rock
4172,Rock
4176,Rock
4181,Rock
4186,Rock
4193,Rock
4194,Rock
4195,Rock
4197,Rock
4198,Rock
4201,Rock
4202,Rock
4214,Rock
4215,Rock
4216,Rock
4217,Rock
4218,Rock
4219,Rock
4232,International
4233,International
4234,International
4235,International
4236,International
4239,International
4264,Rock
4267,Rock
4275,Rock
4276,Rock
4284,Rock
4285,Rock
4297,Rock
4298,Rock
4299,Rock
4300,Rock
4302,Rock
4309,Rock
4310,Rock
4311,Rock
4312,Rock
4313,Rock
4316,Rock
4330,Rock
4332,Rock
4333,Rock
4346,Rock
4348,Rock
4363,Rock
4368,Rock
4391,Rock
4394,Rock
4396,Rock
4400,Rock
4401,Rock
4403,Rock
4407,Rock
4408,Rock
4409,Rock
4410,Rock
4432,Rock
4443,Rock
4444,Folk
4445,Folk
4446,Folk
4450,Folk
4463,Rock
4466,Rock
4468,Rock
4469,Rock
4484,Rock
4490,Rock
4492,Rock
4499,Rock
4500,Rock
4501,Rock
4507,International
4508,International
4509,International
4510,International
4511,International
4519,Electronic
4520,Electronic
4521,Electronic
4522,Electronic
4536,Blues
4537,Blues
4538,Blues
4539,Blues
4540,Blues
4682,Hip-Hop
4683,Hip-Hop
4684,Hip-Hop
4685,Hip-Hop
4686,Hip-Hop
4687,Hip-Hop
4688,Hip-Hop
4691,Electronic
4692,Electronic
4695,Electronic
4698,Electronic
4699,Electronic
4700,Electronic
4701,Electronic
4702,Electronic
4703,Jazz
4704,Jazz
4705,Jazz
4707,Electronic
4708,Electronic
4709,Rock
4712,Rock
4737,Country
4738,Country
4739,Country
4740,Country
4741,Country
4742,Country
4743,Country
4744,Country
4745,Country
4746,Country
4747,Country
4748,Country
4749,Country
4750,Country
4752,Rock
4754,Experimental
4755,Experimental
4756,Experimental
4757,Experimental
4759,Rock
4760,Rock
4761,Rock
4762,Rock
4763,Rock
4764,Rock
4765,Rock
4766,Rock
4767,Rock
4768,Rock
4769,Rock
4771,Rock
4777,Rock
4778,Rock
4779,Rock
4780,Rock
4781,Rock
4782,Rock
4783,Rock
4784,Rock
4785,Rock
4786,Rock
4787,Rock
4788,Rock
4791,Rock
4793,Rock
4798,Rock
4799,Rock
4800,Rock
4801,Rock
4802,Rock
4803,Rock
4829,Rock
4835,Rock
4836,Rock
4837,Rock
4838,Rock
4840,Rock
4841,Rock
4846,International
4848,International
4849,International
4850,Classical
4851,Classical
4996,Rock
4999,Rock
5002,Rock
5003,Rock
5006,Rock
5007,Rock
5009,Old-Time / Historic
5012,Old-Time / Historic
5013,Old-Time / Historic
5014,Old-Time / Historic
5015,Old-Time / Historic
5016,Old-Time / Historic
5017,Old-Time / Historic
5018,Old-Time / Historic
5019,Old-Time / Historic
5020,Old-Time / Historic
5021,Old-Time / Historic
5022,Old-Time / Historic
5023,Old-Time / Historic
5024,Old-Time / Historic
5026,Old-Time / Historic
5029,Old-Time / Historic
5030,Old-Time / Historic
5031,Old-Time / Historic
5032,Old-Time / Historic
5033,Old-Time / Historic
5034,Old-Time / Historic
5036,Old-Time / Historic
5038,Old-Time / Historic
5043,Old-Time / Historic
5044,Old-Time / Historic
5079,Rock
5092,Rock
5104,Rock
5106,Jazz
5107,Jazz
5119,Jazz
5120,Jazz
5140,Folk
5141,Folk
5147,Rock
5148,Rock
5149,Rock
5151,Rock
5152,Rock
5153,Rock
5156,Folk
5157,Folk
5158,Folk
5159,Folk
5160,Rock
5162,Rock
5169,Folk
5170,Folk
5171,Folk
5178,Pop
5191,Pop
5196,Pop
5219,Rock
5220,Rock
5221,Rock
5222,Rock
5223,Rock
5224,Rock
5226,Rock
5227,Rock
5237,Rock
5238,Rock
5239,Rock
5240,Rock
5241,Rock
5242,Rock
5243,Rock
5244,Rock
5245,Rock
5246,Rock
5258,Rock
5264,Hip-Hop
5265,Hip-Hop
5267,Hip-Hop
5268,Hip-Hop
5269,Hip-Hop
5270,Hip-Hop
5273,Rock
5275,Rock
5276,Rock
5277,Rock
5283,Rock
5284,Rock
5285,Rock
5286,Rock
5319,Electronic
5320,Electronic
5321,Electronic
5325,Electronic
5337,Electronic
5340,Electronic
5341,Electronic
5342,Electronic
5343,Electronic
5344,Electronic
5345,Electronic
5346,Electronic
5348,Electronic
5354,Electronic
5371,Electronic
5376,Folk
5377,Folk
5378,Folk
5379,Folk
5380,Folk
5381,Folk
5399,Rock
5440,Electronic
5477,Rock
5510,Rock
5521,Experimental
5531,Experimental
5533,Experimental
5534,Experimental
5535,Experimental
5570,Rock
5573,Rock
5574,Rock
5576,Rock
5577,Rock
5600,Rock
5601,Rock
5879,Folk
5936,Folk
5939,Folk
5940,Folk
6274,Rock
6275,Rock
6276,Rock
6329,International
6330,International
6331,International
6332,International
6333,International
6342,International
6354,International
6357,International
6358,International
6360,International
6363,International
6366,International
6367,International
6368,International
6370,International
6372,International
6373,International
6376,International
6379,International
6380,International
6381,International
6382,International
6383,International
6385,International
6387,International
6389,International
6390,International
6393,International
6394,International
6396,International
6406,Folk
6407,Folk
6439,Hip-Hop
6440,Hip-Hop
6442,Hip-Hop
6443,Hip-Hop
6448,Hip-Hop
6459,International
6460,Folk
6461,Folk
6463,Folk
6464,Folk
6465,Folk
6466,Folk
6467,Folk
6469,International
6517,Rock
6519,Rock
6520,Rock
6522,Rock
6523,Spoken
6524,Rock
6525,Rock
6527,Rock
6528,Rock
6529,Rock
6530,Rock
6532,Rock
6533,Rock
6534,Rock
6536,Rock
6537,Rock
6584,Spoken
6592,Spoken
6593,Rock
6595,Rock
6596,Rock
6597,Rock
6598,Rock
6600,Rock
6602,Rock
6603,Hip-Hop
6605,Hip-Hop
6606,Hip-Hop
6607,Hip-Hop
6608,Hip-Hop
6609,Hip-Hop
6610,Hip-Hop
6611,Hip-Hop
6627,Rock
6630,Rock
6631,Rock
6632,Rock
6633,Rock
6635,Rock
6637,Jazz
6640,Jazz
6654,Electronic
6655,Electronic
6656,Electronic
6657,Electronic
6658,Electronic
6660,Electronic
6661,Electronic
6662,Electronic
6663,Electronic
6664,Electronic
6666,Electronic
6669,Rock
6671,Rock
6672,Rock
6673,Rock
6674,Experimental
6675,Experimental
6677,Experimental
6679,Experimental
6680,Experimental
6684,Experimental
6716,Rock
6717,Rock
6718,Rock
6719,Rock
6734,Rock
6735,Rock
6752,Electronic
6753,Electronic
6755,Electronic
6757,Electronic
6758,Electronic
6759,Electronic
6760,Electronic
6761,Electronic
6762,Folk
6765,Electronic
6770,Electronic
6776,Rock
6777,Rock
6778,Rock
6779,Folk
6780,Folk
6781,Folk
6782,Folk
6783,Folk
6784,Folk
6785,Folk
6787,Folk
6788,Rock
6802,International
6803,International
6831,Rock
6832,Rock
6850,Rock
6854,Folk
6855,Folk
6856,Folk
6857,Folk
6859,Folk
6880,Spoken
7011,Electronic
7012,Electronic
7013,Electronic
7014,Electronic
7015,Electronic
7016,Electronic
7020,Electronic
7021,Electronic
7121,Folk
7123,Folk
7192,Rock
7193,Rock
7194,Rock
7195,Rock
7197,Rock
7198,Rock
7199,Rock
7201,Rock
7202,Rock
7203,Rock
7205,Rock
7208,Rock
7210,Rock
7211,Rock
7213,Rock
7259,Rock
7262,Rock
7373,Experimental
7374,Experimental
7375,Experimental
7376,Experimental
7377,Experimental
7378,Experimental
7379,Experimental
7381,Experimental
7383,Experimental
7385,Experimental
7386,Experimental
7388,Experimental
7391,Experimental
7393,Experimental
7450,Rock
7451,Rock
7452,Rock
7453,Rock
7455,Rock
7456,Rock
7457,Rock
7459,Rock
7460,Rock
7475,Rock
7481,Hip-Hop
7482,Hip-Hop
7483,Hip-Hop
7484,Hip-Hop
7485,Hip-Hop
7487,Hip-Hop
7488,Hip-Hop
7489,Hip-Hop
7490,Hip-Hop
7491,Hip-Hop
7492,Hip-Hop
7494,Rock
7495,Rock
7498,Rock
7502,Rock
7526,Pop
7527,Pop
7528,Pop
7529,Pop
7541,Electronic
7542,Electronic
7543,Electronic
7544,Electronic
7545,Electronic
7546,Electronic
7548,Experimental
7549,Experimental
7550,Experimental
7551,Experimental
7552,Experimental
7553,Experimental
7554,Experimental
7555,Experimental
7556,Experimental
7709,Folk
7710,Folk
7711,Folk
7712,Folk
7713,Folk
7714,Folk
7762,Electronic
7764,Electronic
7768,Electronic
7777,Rock
7778,Rock
7779,Rock
7780,Rock
7781,Rock
7782,Rock
7843,Rock
7849,Rock
7853,Rock
7864,Rock
7865,Rock
7866,Rock
7867,Rock
7868,Rock
7869,Rock
7870,Rock
7871,Rock
7872,Rock
7873,Rock
7874,Rock
7875,Rock
7876,Rock
8017,Rock
8023,Rock
8044,Rock
8056,Rock
8057,Rock
8058,Rock
8059,Rock
8061,Rock
8064,Rock
8080,Rock
8081,Rock
8179,Rock
8180,Rock
8188,Rock
8201,Rock
8204,Rock
8205,Rock
8208,Rock
8209,Rock
8210,Rock
8211,Rock
8212,Rock
8213,Rock
8214,Rock
8215,Rock
8216,Rock
8256,Folk
8257,Folk
8258,Folk
8259,Folk
8260,Folk
8261,Folk
8269,Experimental
8270,Experimental
8279,Rock
8280,Rock
8329,Experimental
8331,Experimental
8339,Experimental
8344,Experimental
8345,Experimental
8347,Experimental
8349,Experimental
8357,Experimental
8358,Experimental
8363,Experimental
8364,Experimental
8370,Experimental
8372,Experimental
8375,Experimental
8376,Experimental
8377,Experimental
8378,Experimental
8416,Experimental
8450,Rock
8451,Rock
8452,Rock
8453,Rock
8454,Rock
8455,Rock
8489,Rock
8490,Rock
8491,Rock
8494,Rock
8497,Rock
8514,Rock
8531,Rock
8575,Rock
8576,Rock
8578,Rock
8580,Jazz
8582,Jazz
8584,Jazz
8914,Rock
8917,Rock
8920,Rock
8921,Rock
8922,Rock
9152,Experimental
9155,Experimental
9188,Rock
9307,Experimental
9476,Experimental
9477,Experimental
9490,Experimental
9491,Rock
9492,Rock
9493,Rock
9505,Experimental
9511,Rock
9512,International
9513,Rock
9514,Rock
9516,Rock
9517,Rock
9550,Rock
9551,Rock
9552,Rock
9553,Rock
9554,Rock
9555,Rock
9556,Rock
9557,Rock
9558,Rock
9559,Rock
9560,Rock
9561,Rock
9590,Experimental
9608,Experimental
9640,Rock
9654,Rock
9655,Rock
9656,Rock
9658,Rock
9659,Rock
9662,Rock
9663,Rock
9664,Rock
9666,Rock
9677,Experimental
9678,Experimental
9721,Experimental
9735,Rock
9747,Jazz
9748,Jazz
9749,Jazz
9750,Jazz
9751,Jazz
9752,Jazz
9753,Jazz
9793,Soul-RnB
9798,Hip-Hop
9800,Electronic
9811,Soul-RnB
9823,Electronic
9844,Rock
9846,Experimental
9847,Experimental
9850,Experimental
9851,Hip-Hop
9852,Hip-Hop
9853,Hip-Hop
9857,Hip-Hop
9863,Rock
9866,Rock
9867,Rock
9875,Hip-Hop
9887,Folk
9888,Folk
9918,Experimental
9956,Rock
9958,Rock
9960,Rock
9961,Rock
9962,Rock
9967,Rock
9968,Rock
9985,Rock
9986,Rock
9987,Rock
9988,Rock
9989,Rock
9990,Rock
9991,Rock
9992,Rock
9993,Rock
9994,Rock
9995,Rock
9996,Rock
9997,Rock
9998,Rock
9999,Rock
10000,Rock
10001,Rock
10002,Rock
10003,Rock
10004,Rock
10005,Rock
10006,Rock
10007,Rock
10008,Rock
10026,Classical
10027,Classical
10028,Classical
10029,Classical
10030,Classical
10032,Classical
10033,Classical
10035,Classical
10037,Classical
10038,Classical
10040,Classical
10041,Classical
10042,Classical
10043,Classical
10044,Classical
10045,Classical
10046,Classical
10056,Rock
10062,Rock
10086,Old-Time / Historic
10089,Old-Time / Historic
10094,Old-Time / Historic
10099,Old-Time / Historic
10104,Old-Time / Historic
10107,Electronic
10108,Electronic
10111,Electronic
10112,Electronic
10118,Electronic
10119,Electronic
10120,Electronic
10124,Electronic
10125,Electronic
10127,Electronic
10128,Electronic
10129,Electronic
10130,Electronic
10132,Electronic
10147,Rock
10148,Rock
10149,Rock
10150,Rock
10151,Rock
10153,Rock
10155,Rock
10157,Rock
10160,Rock
10165,Rock
10180,Rock
10184,Rock
10186,International
10187,Electronic
10189,Rock
10190,Rock
10191,Electronic
10192,Hip-Hop
10213,Rock
10214,Rock
10230,Instrumental
10231,Instrumental
10234,Instrumental
10239,Instrumental
10240,Instrumental
10243,Instrumental
10246,Instrumental
10247,Instrumental
10250,Instrumental
10277,Instrumental
10279,Instrumental
10286,Instrumental
10287,Instrumental
10288,Instrumental
10357,Old-Time / Historic
10358,Old-Time / Historic
10360,Old-Time / Historic
10363,Old-Time / Historic
10364,Old-Time / Historic
10366,Old-Time / Historic
10367,Old-Time / Historic
10368,Old-Time / Historic
10374,Experimental
10375,Experimental
10376,Experimental
10377,Experimental
10381,Folk
10382,Folk
10383,Folk
10384,Folk
10385,Folk
10386,Folk
10387,Folk
10388,Folk
10389,Folk
10426,Experimental
10427,Electronic
10434,Experimental
10435,Experimental
10437,Experimental
10438,Folk
10439,Folk
10440,Folk
10441,Folk
10442,Folk
10443,Folk
10444,Folk
10445,Folk
10447,Folk
10449,Folk
10451,Folk
10456,Folk
10458,Folk
10459,Folk
10460,Folk
10480,Folk
10481,Folk
10482,Folk
10483,Folk
10484,Folk
10485,Folk
10521,Experimental
10525,Experimental
10527,Experimental
10529,Experimental
10531,Experimental
10535,Experimental
10537,Experimental
10541,Experimental
10552,Experimental
10554,Experimental
10556,Experimental
10558,Experimental
10567,Folk
10568,Folk
10575,Folk
10577,Folk
10621,Electronic
10623,Electronic
10627,Electronic
10630,Electronic
10631,Electronic
10666,Hip-Hop
10668,Rock
10669,Rock
10670,Rock
10671,Rock
10672,Rock
10673,Rock
10674,Rock
10675,Rock
10676,Rock
10677,Rock
10678,Folk
10679,Folk
10680,Folk
10681,Folk
10682,Folk
10683,Folk
10684,Folk
10685,Folk
10686,Folk
10689,Instrumental
10690,Instrumental
10692,Instrumental
10693,Hip-Hop
10694,Hip-Hop
10695,Hip-Hop
10696,Hip-Hop
10697,Hip-Hop
10698,Hip-Hop
10699,Hip-Hop
10728,Electronic
10737,Jazz
10739,Jazz
10740,Jazz
10741,Jazz
10742,Jazz
10805,Pop
10806,Pop
10807,Pop
10808,Pop
10809,Pop
10810,Pop
10815,Hip-Hop
10824,Rock
10826,Rock
10830,Rock
10833,Rock
10834,Rock
10843,Rock
10868,Rock
10879,Rock
10880,Rock
10881,Rock
10883,Rock
10884,Rock
10885,Rock
10929,Rock
10930,Rock
10932,Rock
10933,Rock
10934,Rock
10935,Rock
10936,Rock
10937,Rock
10938,Rock
10942,Hip-Hop
10943,Hip-Hop
10945,Hip-Hop
10947,Hip-Hop
10948,Hip-Hop
10951,Hip-Hop
10952,Hip-Hop
10954,Hip-Hop
10970,Country
10971,Country
10978,Rock
10979,Rock
10980,Rock
10983,Experimental
10992,Folk
10993,Folk
11019,Experimental
11020,Experimental
11030,Rock
11031,Rock
11032,Rock
11033,Rock
11035,Rock
11036,Rock
11037,Rock
11039,Rock
11040,Rock
11059,Folk
11080,Rock
11081,Rock
11198,Pop
11199,Pop
11200,Pop
11201,Electronic
11204,Hip-Hop
11205,Rock
11206,Electronic
11207,Jazz
11209,Country
11234,Experimental
11237,Experimental
11239,Experimental
11242,Experimental
11246,Rock
11257,Pop
11259,Pop
11261,Pop
11262,Electronic
11264,Rock
11266,Electronic
11268,Rock
11285,Rock
11293,Rock
11298,Hip-Hop
11299,Hip-Hop
11301,Rock
11304,Rock
11305,Rock
11306,Rock
11319,Jazz
11320,Jazz
11321,Jazz
11333,Experimental
11334,Experimental
11375,Classical
11389,Classical
11390,Classical
11394,Classical
11396,Classical
11397,Classical
11398,Classical
11405,Classical
11406,Classical
11407,Classical
11410,Rock
11412,Rock
11417,Rock
11418,Classical
11419,Classical
11420,Classical
11423,Classical
11425,Classical
11426,Classical
11427,Classical
11428,Classical
11429,Classical
11430,Classical
11431,Classical
11432,Classical
11433,Classical
11437,Rock
11446,Rock
11447,Rock
11454,Rock
11457,Rock
11458,Rock
11459,Rock
11503,Folk
11504,Folk
11505,Folk
11506,Folk
11507,Folk
11508,Folk
11509,Folk
11541,Rock
11544,Experimental
11608,Electronic
11609,Electronic
11612,Rock
11626,Instrumental
11627,Instrumental
11628,Instrumental
11629,Instrumental
11631,Instrumental
11632,Instrumental
11633,Instrumental
11634,Instrumental
11635,Instrumental
11636,Instrumental
11638,Instrumental
11639,Instrumental
11640,Instrumental
11641,Instrumental
11643,Instrumental
11644,Instrumental
11647,Rock
11663,Jazz
11671,International
11672,International
11673,International
11674,International
11675,International
11677,International
11679,International
11681,International
11682,International
11683,International
11695,Classical
11696,Classical
11711,Rock
11712,Rock
11713,Rock
11715,Classical
11716,Classical
11719,Classical
11720,Classical
11721,Classical
11722,Classical
11723,Rock
11724,Rock
11733,Classical
11734,Classical
11737,Classical
11738,Classical
11748,Classical
11750,Classical
11752,Classical
11753,Classical
11757,Classical
11758,Classical
11763,Hip-Hop
11764,Hip-Hop
11765,Hip-Hop
11766,Hip-Hop
11767,Hip-Hop
11768,Hip-Hop
11769,Hip-Hop
11770,Hip-Hop
11771,Hip-Hop
11772,Hip-Hop
11773,Hip-Hop
11774,Hip-Hop
11775,Hip-Hop
11776,Hip-Hop
11777,Hip-Hop
11778,Hip-Hop
11779,Hip-Hop
11780,Hip-Hop
11781,Hip-Hop
11782,Hip-Hop
11783,Hip-Hop
11784,Hip-Hop
11785,Hip-Hop
11786,Hip-Hop
11787,Hip-Hop
11788,Hip-Hop
11789,Hip-Hop
11790,Hip-Hop
11791,Hip-Hop
11792,Hip-Hop
11793,Hip-Hop
11794,Hip-Hop
11795,Hip-Hop
11796,Hip-Hop
11797,Hip-Hop
11799,Hip-Hop
11803,Hip-Hop
11808,Hip-Hop
11812,Hip-Hop
11813,Hip-Hop
11815,Hip-Hop
11816,Hip-Hop
11818,Hip-Hop
11819,Hip-Hop
11824,Hip-Hop
11826,Hip-Hop
11828,Hip-Hop
11829,Hip-Hop
11830,Hip-Hop
11831,Hip-Hop
11832,Hip-Hop
11834,Hip-Hop
11836,Hip-Hop
11837,Hip-Hop
11838,Hip-Hop
11839,Hip-Hop
11840,Hip-Hop
11854,Hip-Hop
11855,Hip-Hop
